ADM1	PLACE_ID	LAT	LON	NAMEAD.06	G3039162	42.5	1.5	Sant Julia de Loria
CF.16	G2383204	3.5	16.2	Prefecture de la Sangha-Mbaere
CF.13	G2383650	6.8	16.1	Prefecture de l'Ouham-Pende
CF.12	G2383653	7.0	18.0	Ouham
CF.17	G2383765	5.1	18.0	Ombella-Mpoko
CF.09	G2384205	6.0	15.3	Prefecture de la Nana-Mambere
CF.07	G2385105	4.2	17.7	Lobaye
CF.06	G2385836	5.9	19.2	Prefecture de la Kemo
CF.04	G2386161	4.5	16.0	Mambere-Kadei
CF.15	G2386243	7.1	19.3	Prefecture de la Nana-Grebizi
CF.18	G2596686	4.4	18.6	Commune de Bangui
CG.10	G2255329	1.3	15.5	Sangha
CG.11	G2255404	-3.5	14.8	Pool
CG.08	G2255422	-2.0	15.5	Plateaux
CG.07	G2256175	-3.0	12.3	Region du Niari
CG.06	G2258431	2.0	17.5	Likouala
CG.05	G2258534	-3.1	13.5	Lekoumou
CG.04	G2258738	-4.2	12.0	Region du Kouilou
CG.13	G2260487	-0.5	16.0	Cuvette
CG.01	G2260668	-4.2	13.7	Region de la Bouenza
CG.12	G2572183	-4.3	15.3	Commune de Brazzaville
CG.14	G2593118	0.0	14.5	Cuvette-Ouest
CG.15	G7280295	-4.8	11.9	Pointe-Noire
CH.ZH	G2657895	47.4	8.7	Kanton Zurich
CH.ZG	G2657907	47.2	8.5	Kanton Zug
CH.VD	G2658182	46.6	6.6	Canton de Vaud
CH.VS	G2658205	46.2	7.5	Canton du Valais
CH.UR	G2658226	46.8	8.6	Kanton Uri
CH.TI	G2658370	46.3	8.8	Cantone Ticino
CH.TG	G2658372	47.6	9.1	Kanton Thurgau
CH.SO	G2658563	47.2	7.5	Kanton Solothurn
CH.SZ	G2658664	47.0	8.7	Kanton Schwyz
CH.SH	G2658760	47.7	8.6	Kanton Schaffhausen
CH.SG	G2658821	47.2	9.2	Kanton St. Gallen
CH.OW	G2659315	46.9	8.2	Kanton Obwalden
CH.NW	G2659471	46.9	8.4	Kanton Nidwalden
CH.NE	G2659495	47.0	6.8	Canton de Neuchatel
CH.LU	G2659810	47.2	8.2	Kanton Luzern
CH.JU	G2660207	47.4	7.2	Canton de Jura
CH.GR	G2660522	46.7	9.6	Kanton Graubunden
CH.GL	G2660593	47.0	9.1	Kanton Glarus
CH.GE	G2660645	46.2	6.1	Canton de Geneve
CH.FR	G2660717	46.7	7.1	Canton de Fribourg
CH.BE	G2661551	46.9	7.6	Canton de Berne
CH.BS	G2661602	47.6	7.6	Kanton Basel-Stadt
CH.BL	G2661603	47.5	7.7	Kanton Basel-Landschaft
CH.AR	G2661739	47.4	9.3	Kanton Appenzell Ausserrhoden
CH.AI	G2661741	47.3	9.4	Kanton Appenzell Innerrhoden
CH.AG	G2661876	47.4	8.2	Kanton Aargau
CI.98	G10629377	6.8	-5.3	Yamoussoukro Autonomous District
CI.76	G11153052	5.5	-6.7	Bas-Sassandra
CI.94	G11153053	5.5	-3.3	Comoe
CI.77	G11153054	9.5	-7.4	Denguele
CI.95	G11153055	6.1	-5.9	Goh-Djiboua
CI.81	G11153056	7.0	-4.4	Lacs
CI.82	G11153057	5.9	-4.3	Lagunes
CI.78	G11153058	7.0	-7.6	Montagnes
CI.96	G11153059	7.0	-6.5	Sassandra-Marahoue
CI.87	G11153060	9.5	-5.5	Savanes
CI.90	G11153061	8.3	-4.9	Vallee du Bandama
CI.97	G11153062	8.0	-6.6	Woroba
CI.92	G11153063	8.5	-3.2	Zanzan
CI.93	G11153151	5.4	-4.0	Abidjan
CK.11695124	G11695124	-18.9	-159.8	Aitutaki
CK.11695126	G11695126	-20.0	-158.1	Atiu
CK.11695127	G11695127	-21.9	-157.9	Mangaia
CK.11695384	G11695384	-10.4	-161.0	Manihiki
CK.11695385	G11695385	-20.2	-157.3	Ma'uke
CK.11695386	G11695386	-19.9	-157.7	Mitiaro
CK.11695387	G11695387	-18.1	-163.2	Palmerston
CK.11695388	G11695388	-9.0	-158.0	Penrhyn
CK.11695389	G11695389	-10.9	-165.8	Pukapuka
CK.11695390	G11695390	-10.0	-161.1	Rakahanga
CK.11695425	G11695425	-21.2	-159.8	Rarotonga
CL.01	G3868621	-32.8	-71.3	Region de Valparaiso
CL.15	G3870116	-20.0	-69.3	Region de Tarapaca
CL.12	G3873544	-33.5	-70.6	Region Metropolitana
CL.11	G3880306	-35.5	-71.5	Region del Maule
CL.14	G3881974	-42.6	-74.0	Region de los Lagos
CL.08	G3883281	-34.5	-71.0	Region del Libertador General Bernardo O'Higgins
CL.07	G3893623	-30.8	-71.0	Region de Coquimbo
CL.06	G3898380	-37.4	-72.5	Region del Biobio
CL.05	G3899191	-27.5	-70.0	Region de Atacama
CL.04	G3899463	-38.5	-72.0	Region de la Araucania
CL.03	G3899537	-23.5	-69.0	Region de Antofagasta
CL.02	G3900333	-46.5	-73.5	Region Aysen
CL.10	G4036650	-52.5	-73.0	Region de Magallanes y Antartica Chilena
CL.16	G6693562	-18.6	-69.5	Region de Arica y Parinacota
CL.17	G6693563	-40.0	-72.5	Region de los Rios
CL.18	G11979367	-36.6	-72.2	Region de Nuble
CM.09	G2221788	5.2	9.3	South-West Region
CM.14	G2221789	2.8	11.6	South Region
CM.08	G2222934	5.5	10.7	West Region
CM.07	G2223602	6.4	10.4	North-West Region
CM.13	G2223603	8.5	14.0	North Region
CM.05	G2229336	4.3	10.1	Littoral Region
CM.12	G2231755	11.0	14.5	Far North Region
CM.04	G2231835	3.8	14.2	East Region
CM.11	G2233376	4.8	11.8	Centre Region
CM.10	G2236015	6.8	13.2	Adamaoua Region
CN.14	G1279685	31.7	88.0	Tibet Autonomous Region
CN.06	G1280239	36.0	96.0	Qinghai Sheng
CN.13	G1529047	41.5	85.5	Xinjiang Uyghur Autonomous Region
CN.02	G1784764	29.2	120.0	Zhejiang Sheng
CN.29	G1785694	25.0	101.5	Yunnan Sheng
CN.28	G1792943	39.3	117.3	Tianjin Shi
CN.32	G1794299	30.5	102.7	Sichuan Sheng
CN.24	G1795912	37.7	112.2	Shanxi Sheng
CN.23	G1796231	31.2	121.4	Shanghai Shi
CN.25	G1796328	36.3	118.2	Shandong Sheng
CN.26	G1796480	36.0	109.0	Shaanxi
CN.21	G1799355	37.2	106.0	Ningxia Huizu Zizhiqu
CN.03	G1806222	27.7	115.7	Jiangxi Sheng
CN.04	G1806260	33.0	119.8	Jiangsu Sheng
CN.11	G1806691	27.7	111.8	Hunan Sheng
CN.12	G1806949	31.0	112.2	Hubei Sheng
CN.09	G1808520	34.0	113.7	Henan Sheng
CN.10	G1808773	39.0	115.7	Hebei Sheng
CN.31	G1809054	19.2	109.8	Hainan Sheng
CN.18	G1809445	27.0	107.0	Guizhou Sheng
CN.16	G1809867	24.0	109.0	Guangxi Zhuangzu Zizhiqu
CN.30	G1809935	23.5	113.2	Guangdong Sheng
CN.15	G1810676	37.8	102.8	Gansu Sheng
CN.07	G1811017	26.2	118.0	Fujian Sheng
CN.33	G1814905	30.1	107.8	Chongqing Shi
CN.01	G1818058	31.9	117.2	Anhui Sheng
CN.20	G2035607	43.5	114.8	Inner Mongolia Autonomous Region
CN.19	G2036115	41.2	122.7	Liaoning Sheng
CN.05	G2036500	43.6	126.2	Jilin Sheng
CN.08	G2036965	47.8	128.0	Heilongjiang Sheng
CN.22	G2038349	39.9	116.4	Beijing Shi
CO.31	G3666082	5.0	-69.5	Departamento del Vichada
CO.30	G3666254	0.8	-70.8	Departamento del Vaupes
CO.29	G3666313	3.8	-76.5	Departamento del Valle del Cauca
CO.28	G3666951	4.0	-75.2	Departamento de Tolima
CO.27	G3667725	9.0	-75.0	Departamento de Sucre
CO.26	G3668578	6.8	-73.4	Departamento de Santander
CO.25	G3670205	12.5	-81.7	Providencia y Santa Catalina, Departamento de Archipielago de San Andres
CO.24	G3670698	5.0	-76.0	Departamento de Risaralda
CO.23	G3671087	4.5	-75.7	Quindio Department
CO.22	G3671178	0.5	-76.0	Departamento del Putumayo
CO.21	G3673798	8.0	-73.0	Departamento de Norte de Santander
CO.20	G3674021	1.5	-78.0	Departamento de Narino
CO.19	G3674810	3.5	-73.0	Departamento del Meta
CO.38	G3675686	10.0	-74.5	Departamento del Magdalena
CO.17	G3678847	11.5	-72.5	Departamento de La Guajira
CO.16	G3680692	2.5	-75.6	Departamento del Huila
CO.14	G3681344	1.9	-72.0	Departamento del Guaviare
CO.15	G3681652	2.5	-69.0	Departamento del Guainia
CO.33	G3685413	5.0	-74.2	Departamento de Cundinamarca
CO.12	G3685889	8.3	-75.7	Departamento de Cordoba
CO.11	G3686431	6.0	-77.0	Departamento del Choco
CO.10	G3686880	9.3	-73.5	Departamento del Cesar
CO.09	G3687029	2.5	-76.8	Departamento del Cauca
CO.32	G3687173	5.5	-71.5	Departamento de Casanare
CO.08	G3687479	0.8	-74.0	Departamento del Caqueta
CO.37	G3687951	5.3	-75.3	Departamento de Caldas
CO.36	G3688536	5.7	-73.0	Departamento de Boyaca
CO.35	G3688650	9.0	-74.3	Departamento de Bolivar
CO.34	G3688685	4.2	-74.2	Distrito Capital de Bogota
CO.04	G3689436	10.8	-75.0	Departamento del Atlantico
CO.03	G3689717	6.7	-71.0	Departamento de Arauca
CO.02	G3689815	7.0	-75.5	Departamento de Antioquia
CO.01	G3689982	-1.2	-71.5	Amazonas
CR.08	G3621837	9.7	-84.0	Provincia de San Jose
CR.07	G3622226	10.0	-84.8	Provincia de Puntarenas
CR.06	G3623064	10.0	-83.2	Provincia de Limon
CR.04	G3623484	10.3	-84.0	Provincia de Heredia
CR.03	G3623582	10.5	-85.2	Provincia de Guanacaste
CR.02	G3624368	9.8	-83.8	Provincia de Cartago
CR.01	G3624953	10.5	-84.5	Provincia de Alajuela
CU.16	G3534168	22.6	-80.0	Provincia de Villa Clara
CU.15	G3536725	20.2	-75.9	Provincia de Santiago de Cuba
CU.14	G3540665	21.9	-79.4	Provincia de Sancti Spiritus
CU.01	G3544088	22.4	-83.8	Provincia de Pinar del Rio
CU.03	G3547394	22.7	-81.2	Provincia de Matanzas
CU.13	G3550595	21.1	-76.9	Las Tunas
CU.04	G3556608	21.7	-82.8	Municipio Especial Isla de la Juventud
CU.12	G3556965	20.8	-75.9	Provincia de Holguin
CU.10	G3557685	20.2	-74.9	Provincia de Guantanamo
CU.09	G3558052	20.3	-76.9	Provincia Granma
CU.02	G3564073	23.1	-82.3	La Habana
CU.08	G3564120	22.3	-80.5	Provincia de Cienfuegos
CU.07	G3564175	22.0	-78.6	Provincia de Ciego de Avila
CU.05	G3566062	21.4	-77.8	Provincia de Camagueey
CU.AR	G7668824	22.8	-82.8	Artemisa
CU.MA	G7668827	23.0	-82.1	Provincia Mayabeque
CV.20	G3374161	15.3	-23.7	Concelho do Tarrafal
CV.11	G3374198	16.8	-25.0	Concelho de Sao Vicente
CV.15	G3374226	15.1	-23.7	Concelho de Santa Catarina
CV.08	G3374249	16.8	-22.9	Sal Municipality
CV.07	G3374274	17.1	-25.1	Concelho da Ribeira Grande
CV.14	G3374332	14.9	-23.5	Concelho da Praia
CV.05	G3374391	17.1	-25.0	Concelho do Paul
CV.04	G3374487	15.2	-23.2	Concelho do Maio
CV.02	G3374832	14.9	-24.7	Concelho da Brava
CV.01	G3374855	16.1	-22.8	Concelho da Boa Vista
CV.13	G3411924	15.0	-24.4	Concelho dos Mosteiros
CV.16	G3411925	15.1	-23.6	Concelho de Santa Cruz
CV.17	G3411926	15.0	-23.5	Concelho de Sao Domingos
CV.18	G3411927	14.9	-24.4	Concelho do Sao Filipe
CV.19	G3411928	15.2	-23.6	Concelho de Sao Miguel
CV.21	G7602868	17.0	-25.2	Concelho do Porto Novo
CV.22	G7602869	16.6	-24.2	Concelho da Ribeira Brava
CV.24	G7602870	14.9	-24.3	Concelho de Santa Catarina do Fogo
CV.26	G7602871	15.1	-23.6	Concelho de Sao Salvador do Mundo
CV.27	G7602872	16.6	-24.4	Concelho do Tarrafal de Sao Nicolau
CV.25	G7602873	15.1	-23.6	Sao Lourenco dos Orgaos
CV.23	G7603281	15.0	-23.6	Concelho de Ribeira Grande de Santiago
CY.06	G146213	34.9	32.5	Paphos District
CY.04	G146267	35.1	33.1	Nicosia District
CY.05	G146383	34.8	32.9	Limassol District
CY.03	G146398	34.9	33.5	Eparchia Larnakas
CY.02	G146411	35.3	33.2	Kyrenia District
CY.01	G146615	35.3	33.9	Famagusta District
CZ.52	G3067695	50.1	14.5	Hlavni mesto Praha
CZ.78	G3339536	49.2	16.6	Jihomoravsky kraj
CZ.79	G3339537	49.1	14.5	Jihocesky kraj
CZ.80	G3339538	49.4	15.5	Kraj Vysocina
CZ.81	G3339539	50.2	12.7	Karlovarsky kraj
CZ.82	G3339540	50.4	15.9	Kralovehradecky kraj
CZ.83	G3339541	50.8	15.0	Liberecky kraj
CZ.84	G3339542	49.8	17.2	Olomoucky kraj
CZ.85	G3339573	49.8	18.0	Moravskoslezsky kraj
CZ.86	G3339574	49.8	16.1	Pardubicky kraj
CZ.87	G3339575	49.5	13.2	Plzensky kraj
CZ.88	G3339576	50.1	14.2	Stredocesky kraj
CZ.89	G3339577	50.5	13.8	Ustecky kraj
CZ.90	G3339578	49.2	17.8	Zlinsky kraj
DE.15	G2822542	50.9	11.0	Thuringia
DE.10	G2838632	54.2	9.8	Schleswig-Holstein
DE.14	G2842565	52.0	11.7	Saxony-Anhalt
DE.13	G2842566	51.0	13.2	Saxony
DE.09	G2842635	49.4	7.0	Saarland
DE.08	G2847618	49.7	7.5	Rheinland-Pfalz
DE.07	G2861876	51.2	6.8	Nordrhein-Westfalen
DE.06	G2862926	52.8	9.2	Lower Saxony
DE.12	G2872567	53.8	12.5	Mecklenburg-Western Pomerania
DE.05	G2905330	50.5	9.0	Hessen
DE.04	G2911297	53.6	10.0	Free and Hanseatic City of Hamburg
DE.03	G2944387	53.1	8.8	Bremen
DE.11	G2945356	52.5	13.0	Brandenburg
DE.16	G2950157	52.5	13.4	Land Berlin
DE.02	G2951839	49.0	11.5	Bavaria
DE.01	G2953481	48.5	9.0	Baden-Wuerttemberg
DJ.05	G220781	12.0	42.5	Tadjourah
DJ.04	G221525	12.3	43.1	Obock
DJ.07	G223818	11.6	43.1	Djibouti Region
DJ.06	G223889	11.4	42.2	Dikhil
DJ.01	G225282	11.2	42.9	Ali Sabieh Region
DJ.08	G449265	11.5	42.8	Arta Region
DK.17	G6418538	55.8	12.3	Region Hovedstaden
DK.18	G6418539	56.2	9.5	Region Midtjylland
DK.19	G6418540	57.0	9.7	North Denmark Region
DK.20	G6418541	55.4	11.8	Region Sjaelland
DK.21	G6418542	55.4	10.3	Region Syddanmark
DM.11	G3575618	15.5	-61.5	Saint Peter
DM.10	G3575619	15.3	-61.4	Saint Paul
DM.09	G3575620	15.3	-61.3	Saint Patrick
DM.08	G3575621	15.2	-61.4	Saint Mark
DM.07	G3575622	15.3	-61.4	Saint Luke
DM.06	G3575625	15.4	-61.4	Saint Joseph
DM.05	G3575626	15.6	-61.5	Saint John
DM.04	G3575628	15.3	-61.4	Saint George
DM.03	G3575630	15.5	-61.3	Saint David
DM.02	G3575632	15.6	-61.4	Saint Andrew
DO.27	G3492112	19.6	-71.0	Provincia de Valverde
DO.26	G3492912	19.4	-71.3	Provincia de Santiago Rodriguez
DO.25	G3492918	19.3	-70.9	Provincia de Santiago
DO.24	G3493031	18.5	-69.3	Provincia de San Pedro de Macoris
DO.23	G3493091	18.8	-71.2	Provincia de San Juan
DO.33	G3493186	18.6	-70.2	Provincia de San Cristobal
DO.21	G3493192	19.0	-70.2	Provincia Sanchez Ramirez
DO.20	G3493232	19.2	-69.5	Samana Province
DO.19	G3493282	19.4	-70.3	Provincia de Hermanas Mirabal
DO.18	G3494267	19.8	-70.8	Provincia de Puerto Plata
DO.35	G3495015	18.3	-70.4	Provincia de Peravia
DO.16	G3495136	18.0	-71.6	Provincia de Pedernales
DO.34	G3496024	18.5	-69.9	Distrito Nacional
DO.32	G3496132	18.8	-69.8	Provincia de Monte Plata
DO.15	G3496200	19.7	-71.5	Provincia de Monte Cristi
DO.31	G3496274	18.9	-70.4	Provincia de Monsenor Nouel
DO.14	G3496772	19.4	-70.0	Provincia Maria Trinidad Sanchez
DO.30	G3499977	19.1	-70.7	Provincia de La Vega
DO.12	G3500955	18.5	-69.0	Provincia de La Romana
DO.10	G3503706	18.6	-68.6	Provincia de La Altagracia
DO.09	G3504326	18.4	-71.6	Provincia de Independencia
DO.29	G3504766	18.8	-69.3	Provincia de Hato Mayor
DO.08	G3505867	19.6	-70.4	Provincia Espaillat
DO.28	G3506189	18.8	-69.0	Provincia de El Seibo
DO.11	G3507269	19.0	-71.6	Provincia de Elias Pina
DO.06	G3508718	19.2	-70.1	Provincia Duarte
DO.04	G3508951	19.4	-71.6	Provincia de Dajabon
DO.03	G3512042	18.2	-71.2	Provincia de Barahona
DO.02	G3512050	18.5	-71.3	Provincia de Baoruco
DO.01	G3512209	18.6	-70.8	Provincia de Azua
DO.36	G6201372	18.5	-70.5	Provincia de San Jose de Ocoa
DO.37	G6201373	18.6	-69.8	Provincia de Santo Domingo
DZ.15	G2475683	34.7	-1.4	Wilaya de Tlemcen
DZ.14	G2475741	36.8	4.2	Wilaya de Tizi Ouzou
DZ.56	G2475858	35.8	1.8	Wilaya de Tissemsilt
DZ.55	G2476027	36.6	2.4	Wilaya de Tipaza
DZ.54	G2476302	27.4	-5.8	Wilaya de Tindouf
DZ.13	G2476893	34.9	1.6	Wilaya de tiaret kabas
DZ.33	G2477457	35.0	7.8	Wilaya de Tebessa
DZ.53	G2478217	23.6	5.2	Wilaya de Tamanrasset
DZ.52	G2479213	36.2	7.9	Wilaya de Souk Ahras
DZ.31	G2479532	36.8	6.8	Wilaya de Skikda
DZ.30	G2481001	34.8	-0.5	Wilaya de Sidi Bel Abbes
DZ.12	G2481696	36.2	5.5	Wilaya de Setif
DZ.10	G2482557	34.7	0.3	Wilaya de Saida
DZ.51	G2483666	35.8	0.9	Wilaya de Relizane
DZ.29	G2484618	35.8	7.1	Oum el Bouaghi
DZ.50	G2485794	30.7	5.3	Wilaya de Ouargla
DZ.09	G2485920	35.7	-0.5	Oran
DZ.49	G2486512	33.5	-0.8	Wilaya de Naama
DZ.27	G2486682	35.3	4.2	M'sila
DZ.07	G2487130	36.0	0.3	Wilaya de Mostaganem
DZ.48	G2487449	36.4	6.2	Wilaya de Mila
DZ.06	G2488831	36.1	3.0	Wilaya de Medea
DZ.26	G2490095	35.4	0.2	Wilaya de Mascara
DZ.25	G2491188	33.6	2.7	Wilaya de Laghouat
DZ.47	G2491887	35.0	7.0	Wilaya de Khenchela
DZ.24	G2492910	36.8	6.0	Wilaya de Jijel
DZ.46	G2493455	27.9	8.0	Illizi
DZ.23	G2495659	36.4	7.4	Wilaya de Guelma
DZ.45	G2496045	32.5	3.5	Wilaya de Ghardaia
DZ.44	G2497322	36.8	8.2	El Tarf
DZ.43	G2497406	33.2	7.2	El Oued
DZ.42	G2498541	32.5	1.2	El Bayadh
DZ.22	G2500013	34.3	3.7	Wilaya de Djelfa
DZ.04	G2501147	36.3	6.7	Wilaya de Constantine
DZ.41	G2501296	36.2	1.2	Wilaya de Chlef
DZ.40	G2502638	36.8	3.7	Wilaya de Boumerdes
DZ.21	G2502951	36.2	3.9	Wilaya de Bouira
DZ.39	G2503699	36.1	4.8	Wilaya de Bordj Bou Arreridj
DZ.20	G2503765	36.6	3.0	Wilaya de Blida
DZ.19	G2503822	34.7	5.9	Wilaya de Biskra
DZ.18	G2505325	36.7	4.9	Wilaya de Bejaia
DZ.38	G2505525	31.7	-2.4	Wilaya de Bechar
DZ.03	G2505569	35.5	5.9	Wilaya de Batna
DZ.37	G2506994	36.8	7.6	Annaba
DZ.01	G2507475	36.7	3.0	Wilaya d' Alger
DZ.36	G2507899	35.3	-1.1	Wilaya de Ain Temouchent
DZ.35	G2508226	36.2	2.2	Wilaya de Ain Defla
DZ.34	G2508807	26.7	-0.9	Adrar
DZ.BB	G12226383	23.3	-0.6	Bordj Badji Mokhtar
DZ.TM	G12226384	29.7	0.9	Timimoun
DZ.BA	G12226385	29.5	-2.7	Beni Abbes
DZ.IG	G12226386	20.4	4.5	In Guezzam
DZ.IS	G12226387	27.3	3.4	In Salah
DZ.DJ	G12226388	24.2	9.3	Djanet
DZ.EM	G12226389	30.7	3.0	El Menia
DZ.TG	G12226390	32.9	6.3	Touggourt
DZ.MG	G12226391	33.9	5.7	El Mghair
DZ.OD	G12226392	34.2	4.8	Ouled Djellal
EC.20	G3649953	-4.2	-78.8	Provincia de Zamora-Chinchipe
EC.19	G3650445	-1.2	-78.5	Provincia del Tungurahua
EC.18	G3653224	-0.1	-78.5	Provincia de Pichincha
EC.17	G3653392	-1.7	-76.8	Provincia del Pastaza
EC.23	G3653890	-0.6	-77.8	Provincia de Napo
EC.15	G3654005	-2.5	-77.9	Provincia de Morona-Santiago
EC.14	G3654451	-0.7	-80.1	Provincia de Manabi
EC.13	G3654592	-1.4	-79.6	Provincia de Los Rios
EC.12	G3654665	-4.2	-79.5	Provincia de Loja
EC.11	G3655635	0.4	-78.3	Provincia de Imbabura
EC.10	G3657505	-2.0	-79.8	Provincia del Guayas
EC.01	G3657879	-0.7	-90.9	Provincia de Galapagos
EC.09	G3657986	0.8	-79.2	Provincia de Esmeraldas
EC.08	G3658195	-3.5	-79.8	Provincia de El Oro
EC.07	G3658766	-0.8	-78.8	Provincia de Cotopaxi
EC.06	G3659237	-1.9	-78.8	Provincia del Chimborazo
EC.05	G3659718	0.8	-78.1	Provincia del Carchi
EC.04	G3659849	-2.5	-79.0	Provincia del Canar
EC.03	G3660130	-1.6	-79.1	Provincia de Bolivar
EC.02	G3660431	-3.1	-79.3	Provincia del Azuay
EC.22	G3830305	0.1	-76.9	Provincia de Sucumbios
EC.24	G3830306	-0.8	-76.4	Provincia de Francisco de Orellana
EC.26	G7062136	-0.3	-79.2	Provincia de Santo Domingo de los Tsachilas
EC.25	G7062138	-2.1	-80.6	Provincia de Santa Elena
EE.21	G587448	57.8	26.9	Vorumaa
EE.20	G587590	58.3	25.6	Viljandimaa
EE.19	G587875	57.9	26.2	Valgamaa
EE.18	G588334	58.4	26.7	Tartumaa
EE.14	G588879	58.4	22.6	Saaremaa
EE.13	G589115	59.0	24.7	Raplamaa
EE.12	G589373	58.1	27.2	Polvamaa
EE.11	G589576	58.5	24.6	Paernumaa
EE.08	G590854	59.2	26.3	Laane-Virumaa
EE.07	G590856	58.9	23.6	Laeaenemaa
EE.05	G591901	58.7	26.5	Jogevamaa
EE.04	G591961	58.9	25.7	Jarvamaa
EE.03	G592075	59.2	27.4	Ida-Virumaa
EE.02	G592133	58.9	22.6	Hiiumaa
EE.01	G592170	59.3	24.8	Harjumaa
EG.24	G347794	26.5	31.7	Muhafazat Suhaj
EG.27	G349401	30.5	33.7	North Sinai
EG.23	G350546	25.8	32.8	Muhafazat Qina
EG.22	G352603	29.7	27.5	Muhafazat Matruh
EG.21	G354500	31.3	30.9	Kafr ash Shaykh
EG.26	G355182	29.0	33.8	South Sinai Governorate
EG.20	G358044	31.4	31.8	Damietta Governorate
EG.19	G358617	31.1	32.4	Muhafazat Bur Sa'id
EG.18	G359171	28.9	30.6	Muhafazat Bani Suwayf
EG.17	G359781	27.2	31.1	Muhafazat Asyut
EG.16	G359787	23.3	32.9	Muhafazat Aswan
EG.15	G359797	29.7	32.3	As Suways
EG.14	G360016	30.7	31.8	Muhafazat ash Sharqiyah
EG.13	G360483	24.8	28.9	New Valley
EG.12	G360621	30.3	31.2	Muhafazat al Qalyubiyah
EG.11	G360631	30.1	31.6	Cairo Governorate
EG.10	G360688	28.1	30.0	Muhafazat al Minya
EG.09	G360689	30.5	31.0	Muhafazat al Minufiyah
EG.08	G360997	30.0	31.1	Muhafazat al Jizah
EG.07	G361056	30.6	32.4	Ismailia Governorate
EG.06	G361059	31.0	29.8	Alexandria
EG.05	G361294	30.9	31.0	Muhafazat al Gharbiyah
EG.04	G361323	29.3	30.5	Muhafazat al Fayyum
EG.03	G361370	30.6	30.2	Beheira Governorate
EG.02	G361468	27.2	33.8	Red Sea Governorate
EG.01	G361849	31.1	31.6	Muhafazat ad Daqahliyah
EG.28	G7603259	25.7	32.6	Luxor
ER.01	G448497	16.5	37.5	Anseba Region
ER.02	G448498	14.8	38.8	Debub Region
ER.03	G448499	13.8	41.5	Southern Red Sea Region
ER.04	G448500	15.2	37.5	Gash-Barka Region
ER.05	G448501	15.3	38.9	Maekel Region
ER.06	G448502	16.0	39.0	Northern Red Sea Region
ES.31	G2513413	38.0	-1.5	Region de Murcia
ES.CE	G2519582	35.9	-5.3	Ceuta
ES.07	G2521383	39.6	2.9	Comunitat Autonoma de les Illes Balears
ES.51	G2593109	37.5	-4.6	Andalusia
ES.53	G2593110	28.0	-15.5	Canary Islands
ES.54	G2593111	39.5	-3.0	Castilla-La Mancha
ES.57	G2593112	39.2	-6.2	Extremadura
ES.60	G2593113	39.5	-0.8	Comunitat Valenciana
ES.34	G3114710	43.3	-6.0	Principality of Asturias
ES.32	G3115609	42.8	-1.7	Navarra
ES.29	G3117732	40.4	-3.7	Comunidad de Madrid
ES.27	G3336897	42.3	-2.5	La Rioja
ES.39	G3336898	43.2	-4.0	Cantabria
ES.52	G3336899	41.5	-0.7	Aragon
ES.55	G3336900	41.7	-4.2	Castilla y Leon
ES.56	G3336901	41.8	1.9	Catalunya
ES.58	G3336902	42.8	-7.9	Galicia
ES.59	G3336903	43.0	-2.8	Euskal Autonomia Erkidegoa
ES.ML	G6362988	35.3	-2.9	Melilla
ET.44	G444178	9.0	38.8	Addis Ababa
ET.45	G444179	12.0	41.5	Afar Region
ET.46	G444180	11.5	38.5	Amhara Region
ET.47	G444181	11.0	35.5	Benishangul-Gumuz Region
ET.48	G444182	9.6	42.0	Dire Dawa Region
ET.49	G444183	7.8	34.5	Gambela Region
ET.50	G444184	9.2	42.2	Harari Region
ET.51	G444185	8.0	39.0	Oromiya Region
ET.52	G444186	7.0	44.0	Somali Region
ET.53	G444187	14.2	38.8	Tigray Region
ET.54	G444188	6.1	36.7	Southern Nations, Nationalities, and People's Region
FI.19	G830603	67.8	26.5	Lapland
FI.18	G830664	64.5	28.5	Kainuu
FI.17	G830667	65.0	26.4	Pohjois-Pohjanmaa
FI.16	G830675	63.6	24.1	Keski-Pohjanmaa
FI.15	G830676	63.1	22.2	Pohjanmaa
FI.14	G830682	62.8	23.0	South Ostrobothnia
FI.13	G830685	62.5	25.5	Mellersta Finland
FI.12	G830686	62.8	29.9	Pohjois-Karjala
FI.11	G830690	63.2	27.5	Pohjois-Savo
FI.10	G830695	61.8	27.8	Southern Savonia
FI.09	G830699	61.0	28.2	South Karelia Region
FI.08	G830703	60.8	26.9	Kymenlaakso
FI.06	G830704	61.7	23.7	Pirkanmaa
FI.05	G830705	60.9	24.3	Kanta-Haeme
FI.02	G830708	60.5	22.2	Varsinais-Suomi
FI.01	G830709	60.4	24.8	Uusimaa
FI.07	G831040	61.2	25.8	Paijat-Hame Region
FI.04	G831041	61.5	22.2	Satakunta
FJ.05	G2194371	-18.0	177.5	Western Division
FJ.03	G2199295	-16.5	179.5	Northern Division
FJ.01	G2205272	-18.0	178.3	Central Division
FJ.02	G4036647	-18.5	180.0	Eastern Division
FJ.04	G6324593	-12.5	177.1	Rotuma
FM.04	G2081175	9.5	138.1	State of Yap
FM.02	G2081550	7.0	158.2	State of Pohnpei
FM.01	G2082036	5.3	163.0	State of Kosrae
FM.03	G2082282	7.4	151.9	State of Chuuk
FO.VG	G2610816	62.1	-7.2	Vaga Sysla
FO.SU	G2612137	61.5	-6.8	Suduroyar sysla
