exclusion,category
czar,person.label
dad,person.label
daddy,person.label
daughter,person.label
daughters,person.label
dean,person.label
dep,person.label
deputy,person.label
dir,person.label
director,person.label
doctor,person.label
doctors,person.label
dr,person.label
driver,person.label
drs,person.label
duchess,person.label
dude,person.label
duke,person.label
elder,person.label
engineer,person.label
esq,person.label
esquire,person.label
fans,person.label
father,person.label
felon,person.label
folk,person.label
folks,person.label
fool,person.label
foreman,person.label
friar,person.label
friend,person.label
fugitive,person.label
gal,person.label
good friend,person.label
gov,person.label
govenor,person.label
govenors,person.label
governor,person.label
governors,person.label
grad,person.label
grandson,person.label
guard,person.label
guardian,person.label
guest,person.label
gul,person.label
guy,person.label
gypsy,person.label
hero,person.label
hindu,person.label
hon,person.label
host,person.label
hostage,person.label
independents,person.label
inmate,person.label
inspector,person.label
insurgent,person.label
judge,person.label
junior,person.label
justice,person.label
killer,person.label
king,person.label
lawyer,person.label
leader,person.label
liar,person.label
lone wolf,person.label
lord,person.label
ma am,person.label
ma'am,person.label
madam,person.label
male,person.label
manager,person.label
marshal,person.label
marshall,person.label
master,person.label
mate,person.label
mayor,person.label
merchant,person.label
minister,person.label
miss,person.label
missionary,person.label
mom,person.label
monk,person.label
moslem,person.label
mother,person.label
mr,person.label
mrs,person.label
ms,person.label
msgr,person.label
msr,person.label
mum,person.label
muslim,person.label
nazi,person.label
nco,person.label
neighbors,person.label
nun,person.label
nunn,person.label
nurse,person.label
officer,person.label
old man,person.label
old man,person.label
old woman,person.label
pal,person.label
papa,person.label
partner,person.label
patriot,person.label
patron,person.label
peoples,person.label
person,person.label
ph.d,person.label
phd,person.label
pilot,person.label
pirate,person.label
planner,person.label
player,person.label
players,person.label
poc,person.label
pres,person.label
president,person.label
presidente,person.label
prez,person.label
priest,person.label
prince,person.label
princess,person.label
principal,person.label
prisoner,person.label
prof,person.label
professor,person.label
prophet,person.label
protester,person.label
protesters,person.label
quartermaster,person.label
queen,person.label
race,person.label
rangers,person.label
rectors,person.label
register,person.label
registrar,person.label
resident,person.label
residents,person.label
rev,person.label
reverend,person.label
rocker,person.label
royals,person.label
scholars,person.label
scy,person.label
sec,person.label
secretariat,person.label
secretary,person.label
sen,person.label
senator,person.label
sender,person.label
senior,person.label
sergeant,person.label
servant,person.label
sheriff,person.label
singer,person.label
sir,person.label
sis,person.label
sister,person.label
sisters,person.label
skipper,person.label
soldier,person.label
son,person.label
sons,person.label
sorcerer,person.label
speaker,person.label
spokesman,person.label
spokesperson,person.label
spokeswoman,person.label
spy,person.label
sr,person.label
sra,person.label
srs,person.label
staff,person.label
staffs,person.label
star,person.label
student,person.label
students,person.label
sultan,person.label
teen,person.label
tf,person.label
tourist,person.label
traders,person.label
twin,person.label
two brothers,person.label
two sisters,person.label
tycoon,person.label
uncle,person.label
undersecretary,person.label
user,person.label
usher,person.label
veteran,person.label
vip,person.label
volunteer,person.label
voters,person.label
vp,person.label
whites,person.label
wizard,person.label
amir,person.label.mideast
amira,person.label.mideast
amr,person.label.mideast
caliph,person.label.mideast
emir,person.label.mideast
emr,person.label.mideast
faris,person.label.mideast
farisa,person.label.mideast
imam,person.label.mideast
kalif,person.label.mideast
kaliph,person.label.mideast
khalif,person.label.mideast
khalifah,person.label.mideast
malik,person.label.mideast
malika,person.label.mideast
maulan,person.label.mideast
mu'allim,person.label.mideast
mulla,person.label.mideast
mullah,person.label.mideast
musaitira,person.label.mideast
mushir,person.label.mideast
mushira,person.label.mideast
naqib,person.label.mideast
naquib,person.label.mideast
pir,person.label.mideast
qadi,person.label.mideast
qadiya,person.label.mideast
rabbi,person.label.mideast
sayyid,person.label.mideast
sayyida,person.label.mideast
shayk,person.label.mideast
sheikh,person.label.mideast
1lt,person.label.rank
1sg,person.label.rank
2lt,person.label.rank
a1c,person.label.rank
adm,person.label.rank
admiral,person.label.rank
airman,person.label.rank
amn,person.label.rank
bg,person.label.rank
bgen,person.label.rank
capt,person.label.rank
captain,person.label.rank
cdr,person.label.rank
cmd,person.label.rank
cmsgt,person.label.rank
col,person.label.rank
colonel,person.label.rank
cpl,person.label.rank
cpo,person.label.rank
cpt,person.label.rank
csm,person.label.rank
cw1,person.label.rank
cw2,person.label.rank
cw3,person.label.rank
cw4,person.label.rank
cw5,person.label.rank
gen,person.label.rank
general,person.label.rank
lcdr,person.label.rank
lcpl,person.label.rank
lg,person.label.rank
lgen,person.label.rank
lieut,person.label.rank
lieutenant,person.label.rank
lt,person.label.rank
ltc,person.label.rank
ltg,person.label.rank
ltgen,person.label.rank
maj,person.label.rank
major,person.label.rank
majors,person.label.rank
mg,person.label.rank
msg,person.label.rank
msgt,person.label.rank
pfc,person.label.rank
po1,person.label.rank
po2,person.label.rank
po3,person.label.rank
pv2,person.label.rank
pvt,person.label.rank
radm,person.label.rank
seargent,person.label.rank
sfc,person.label.rank
sgm,person.label.rank
sgt,person.label.rank
sgt,person.label.rank
sma,person.label.rank
smsgt,person.label.rank
spc,person.label.rank
ssg,person.label.rank
ssgt,person.label.rank
tsgt,person.label.rank
vadm,person.label.rank
a bad,phrase
a better view,phrase
a camp,phrase
a do,phrase
a la,phrase
a long,phrase
a peak,phrase
a pool,phrase
a school,phrase
a small world,phrase
a young,phrase
a-la,phrase
aha,phrase
akin,phrase
alas,phrase
alo,phrase
aloha,phrase
amen,phrase
as a,phrase
as self,phrase
at a,phrase
at church,phrase
at home,phrase
aye,phrase
ba,phrase
back way,phrase
bah,phrase
bah bah,phrase
bam,phrase
ban him,phrase
ban that,phrase
best view,phrase
big town,phrase
black and white,phrase
black box,phrase
blah,phrase
boiling point,phrase
boo,phrase
break away,phrase
breakaway,phrase
breaking point,phrase
bright star,phrase
brightside,phrase
bub,phrase
building a,phrase
by chance,phrase
by the way,phrase
chillin,phrase
commando,phrase
cons,phrase
cross country,phrase
cubby hole,phrase
cut off,phrase
dab,phrase
dah,phrase
damn,phrase
dang,phrase
def,phrase
din,phrase
dis,phrase
ditto,phrase
divide the,phrase
do not use,phrase
doh,phrase
doo,phrase
duh,phrase
eastern point,phrase
easy way,phrase
eek,phrase
else,phrase
else's,phrase
end of the road,phrase
end of the world,phrase
end point,phrase
far north,phrase
final point,phrase
first point,phrase
focal point,phrase
for you,phrase
fro,phrase
gee,phrase
global reach,phrase
go home,phrase
gold rush,phrase
good enough,phrase
good faith,phrase
good luck,phrase
good night,phrase
good point,phrase
goodluck,phrase
goodnight,phrase
goto,phrase
go-to,phrase
ha,phrase
hah,phrase
haha,phrase
half way,phrase
halfway,phrase
happy new year,phrase
he he,phrase
heck,phrase
hehe,phrase
hello,phrase
here and now,phrase
hey,phrase
high bar,phrase
home city,phrase
home run,phrase
home town,phrase
hoo,phrase
huh,phrase
hum,phrase
i do,phrase
imho,phrase
in an,phrase
int,phrase
je,phrase
knife point,phrase
kool,phrase
last chance,phrase
last hope,phrase
last resort,phrase
left hand,phrase
let alone,phrase
limbo,phrase
lite,phrase
little bit,phrase
little city,phrase
little town,phrase
log jam,phrase
long road,phrase
long run,phrase
long way,phrase
looking forward,phrase
looking glass,phrase
lov,phrase
low bar,phrase
main point,phrase
major point,phrase
man in,phrase
may day,phrase
may view,phrase
mechanical engineering,phrase
med,phrase
miles away,phrase
milestone,phrase
much much,phrase
multi,phrase
my cam,phrase
my home,phrase
my son,phrase
my teacher,phrase
nah,phrase
naw,phrase
neg,phrase
new city,phrase
new deal,phrase
new home,phrase
new house,phrase
new one,phrase
new post,phrase
new state,phrase
new way,phrase
no,phrase
no no,phrase
nope,phrase
nota bene,phrase
np,phrase
okay,phrase
old west,phrase
ole,phrase
olive branch,phrase
on an island,phrase
on in,phrase
on point,phrase
one man,phrase
one point,phrase
one stop,phrase
or a,phrase
our house,phrase
our school,phrase
out back,phrase
oye,phrase
pep,phrase
phase one,phrase
point a,phrase
point b,phrase
point of view,phrase
points of view,phrase
pooh,phrase
pro,phrase
pros,phrase
ps,phrase
rad,phrase
ray of hope,phrase
reg,phrase
rendezvous point,phrase
rep,phrase
reps,phrase
rican,phrase
rock bottom,phrase
round-up,phrase
roundup,phrase
run up,phrase
safe haven,phrase
safe passage,phrase
second point,phrase
see you,phrase
shallow water,phrase
she can,phrase
small point,phrase
small town,phrase
snafu,phrase
so to,phrase
sos,phrase
start point,phrase
state run,phrase
story building,phrase
ta,phrase
task force,phrase
the adobe,phrase
the best,phrase
the black,phrase
the boom,phrase
the borders,phrase
the bottom,phrase
the box,phrase
the branch,phrase
the bridges,phrase
the cave,phrase
the center,phrase
the chair,phrase
the city,phrase
the common,phrase
the gap,phrase
the globe,phrase
the hunt,phrase
the index,phrase
the international,phrase
the light,phrase
the long,phrase
the mere,phrase
the mission,phrase
the nose,phrase
the ocean,phrase
the one,phrase
the park,phrase
the point,phrase
the pope,phrase
the post,phrase
the pot,phrase
the range,phrase
the rest,phrase
the risk,phrase
the run-up,phrase
the territory,phrase
the union,phrase
the wave,phrase
the white,phrase
three states,phrase
til,phrase
tiny town,phrase
tipping point,phrase
tis,phrase
to a point,phrase
to to,phrase
top two,phrase
turning point,phrase
two points,phrase
two states,phrase
two ways,phrase
um um,phrase
umm,phrase
un to,phrase
under construction,phrase
up and down,phrase
up to date,phrase
up-to-date,phrase
upper hand,phrase
us a,phrase
voila,phrase
wah,phrase
welcome home,phrase
western point,phrase
white water,phrase
why not,phrase
why not,phrase
wide range,phrase
will go,phrase
wow,phrase
yah,phrase
yay,phrase
yea,phrase
yeah,phrase
yeh,phrase
yes,phrase
yum,phrase
yup,phrase
zero point,phrase
zigzag,phrase
zip,phrase
merci,phrase.fre
oui,phrase.fre
basta,phrase.ita
bene,phrase.ita
buon,phrase.ita
ce,phrase.ita
fa,phrase.ita
grazie,phrase.ita
pra,phrase.ita
pronto,phrase.ita
mea,phrase.latin
bom,phrase.por
bom dia,phrase.por
bom dia,phrase.por
espero,phrase.por
falar,phrase.por
nao,phrase.por
nao,phrase.por
sem,phrase.por
sem,phrase.por
priviet,phrase.rus
comet,place.astro
cosmos,place.astro
galaxy,place.astro
jupiter,place.astro
mars,place.astro
mercury,place.astro
orion,place.astro
pluto,place.astro
polaris,place.astro
saturn,place.astro
uranus,place.astro
venus,place.astro
a reservoir,place.civil
academy,place.civil
access road,place.civil
activity center,place.civil
administration building,place.civil
air base,place.civil
airfield,place.civil
airport,place.civil
airport complex,place.civil
airstrip,place.civil
alley,place.civil
amphitheater,place.civil
annex,place.civil
arbor,place.civil
arcade,place.civil
arsenal,place.civil
attache,place.civil
attaché,place.civil
auditorium,place.civil
ball field,place.civil
barracks,place.civil
base camp,place.civil
basilica,place.civil
basin,place.civil
battlefield,place.civil
border town,place.civil
boulevard,place.civil
boundary,place.civil
boutique,place.civil
boys school,place.civil
brewery,place.civil
bridge,place.civil
brig,place.civil
broadway,place.civil
bunker,place.civil
bureau,place.civil
campus,place.civil
canal,place.civil
capital,place.civil
capitol,place.civil
care clinic,place.civil
casino,place.civil
casinos,place.civil
castle,place.civil
cathedral,place.civil
causeway,place.civil
centres,place.civil
chapel,place.civil
checkpoint,place.civil
church,place.civil
churches,place.civil
cir,place.civil
city center,place.civil
city centre,place.civil
city hall,place.civil
club house,place.civil
college,place.civil
commons,place.civil
community center,place.civil
company,place.civil
complex,place.civil
consulate,place.civil
convent,place.civil
corner shop,place.civil
corner store,place.civil
court,place.civil
court of appeal,place.civil
court of appeals,place.civil
courthouse,place.civil
courts,place.civil
dam,place.civil
deli,place.civil
dental clinic,place.civil
depot,place.civil
dining facility,place.civil
district court,place.civil
district courts,place.civil
dock,place.civil
downtown,place.civil
downtown,place.civil
east end,place.civil
el centro,place.civil
elementary school,place.civil
embassy,place.civil
empire,place.civil
engineering center,place.civil
estates,place.civil
factory,place.civil
farm,place.civil
farm house,place.civil
farms,place.civil
federal building,place.civil
fire station,place.civil
fort,place.civil
fortress,place.civil
fountain,place.civil
gardens,place.civil
girls school,place.civil
government building,place.civil
government office,place.civil
greenhouse,place.civil
ground zero,place.civil
grove,place.civil
groves,place.civil
guest house,place.civil
gym,place.civil
halfway house,place.civil
halls,place.civil
hamlet,place.civil
harbor,place.civil
harbour,place.civil
headquarters,place.civil
health center,place.civil
heights,place.civil
hideout,place.civil
high school,place.civil
highway,place.civil
holy ground,place.civil
home,place.civil
homeland,place.civil
hometown,place.civil
hospital,place.civil
hotel,place.civil
house,place.civil
inner city,place.civil
institut,place.civil
interchange,place.civil
international airport,place.civil
investment bank,place.civil
jail,place.civil
jetty,place.civil
junction,place.civil
lab,place.civil
labor camp,place.civil
landing,place.civil
landmark,place.civil
levy,place.civil
library,place.civil
lodge,place.civil
major bank,place.civil
mall,place.civil
manor,place.civil
mansion,place.civil
marina,place.civil
market,place.civil
mart,place.civil
media center,place.civil
middle school,place.civil
mines,place.civil
monitoring station,place.civil
mosque,place.civil
motel,place.civil
municipal court,place.civil
museum,place.civil
national university,place.civil
nursing home,place.civil
office,place.civil
orchard,place.civil
organization,place.civil
overlook,place.civil
palace,place.civil
park,place.civil
parks,place.civil
parkway,place.civil
passage,place.civil
pier,place.civil
pipeline,place.civil
plant,place.civil
plaza,place.civil
police station,place.civil
port city,place.civil
port of entry,place.civil
ports,place.civil
post office,place.civil
postal,place.civil
primary school,place.civil
prison,place.civil
pub,place.civil
public library,place.civil
public park,place.civil
public school,place.civil
quad,place.civil
quadrangle,place.civil
quarantine,place.civil
quarry,place.civil
quarters,place.civil
radio station,place.civil
ranch,place.civil
real estate,place.civil
real-estate,place.civil
reservoir,place.civil
residence,place.civil
resort,place.civil
resort island,place.civil
resovoir,place.civil
rotary,place.civil
sanctuary,place.civil
school,place.civil
schools,place.civil
science foundation,place.civil
secondary school,place.civil
seminary,place.civil
service center,place.civil
shipyard,place.civil
shrine,place.civil
spa,place.civil
square,place.civil
stadium,place.civil
state area,place.civil
state land,place.civil
state line,place.civil
state school,place.civil
station,place.civil
store,place.civil
studio,place.civil
subway,place.civil
suite,place.civil
summer home,place.civil
supermarket,place.civil
supreme court,place.civil
temple,place.civil
the capital,place.civil
the corner,place.civil
the gate,place.civil
the house,place.civil
the lane,place.civil
the launch,place.civil
the levels,place.civil
the location,place.civil
the mine,place.civil
the road,place.civil
the village,place.civil
the well,place.civil
theater,place.civil
theme park,place.civil
tower,place.civil
town hall,place.civil
townhouse,place.civil
trade school,place.civil
traffic stop,place.civil
trail,place.civil
train station,place.civil
trial court,place.civil
tunnel,place.civil
university,place.civil
university school,place.civil
uptown,place.civil
villages,place.civil
ville,place.civil
warehouse,place.civil
warehouses,place.civil
watergate,place.civil
west end,place.civil
zoo,place.civil
a mountain,place.general
a river,place.general
a village,place.general
acre,place.general
acres,place.general
alps,place.general
archipelago,place.general
area,place.general
area a,place.general
area b,place.general
area c,place.general
area one,place.general
area three,place.general
area two,place.general
areas,place.general
atol,place.general
atoll,place.general
ave,place.general
avenue,place.general
avenues,place.general
bank,place.general
bar,place.general
bay,place.general
border,place.general
borders,place.general
borough,place.general
branch,place.general
bridges,place.general
burg,place.general
burg,place.general
camp,place.general
camps,place.general
cape,place.general
cascades,place.general
case,place.general
cay,place.general
center,place.general
centre,place.general
channel,place.general
cinema,place.general
city,place.general
coast,place.general
continent,place.general
continental,place.general
country,place.general
countryside,place.general
county,place.general
crater,place.general
creek,place.general
cross,place.general
crossing,place.general
crossroads,place.general
delegation,place.general
delta,place.general
department,place.general
desert,place.general
district,place.general
division,place.general
earth,place.general
east coast,place.general
east side,place.general
elsewhere,place.general
epicenter,place.general
estate,place.general
falls,place.general
far east,place.general
federal,place.general
federation,place.general
field,place.general
fields,place.general
forest,place.general
four way,place.general
garage,place.general
gate,place.general
geo,place.general
global,place.general
globe,place.general
governorate,place.general
gulf,place.general
hill,place.general
hills,place.general
hollow,place.general
horizon,place.general
horn,place.general
interior,place.general
interstate,place.general
island,place.general
islands,place.general
islet,place.general
jungle,place.general
key,place.general
lagoon,place.general
lake,place.general
lakes,place.general
land,place.general
landscape,place.general
locale,place.general
locality,place.general
location,place.general
metro,place.general
metropolis,place.general
metropolitan,place.general
mideast,place.general
midwest,place.general
mount,place.general
mountain,place.general
municipality,place.general
nation,place.general
new world,place.general
north side,place.general
northern border,place.general
northern city,place.general
northern region,place.general
oasis,place.general
ocean,place.general
parcel,place.general
parish,place.general
parts,place.general
pass,place.general
path,place.general
peak,place.general
peninsula,place.general
pharmacy,place.general
pike,place.general
plain,place.general
plains,place.general
point,place.general
points,place.general
pole,place.general
port,place.general
prefecture,place.general
province,place.general
quarter,place.general
rain forest,place.general
reef,place.general
region,place.general
republic,place.general
ridge,place.general
river,place.general
rivers,place.general
road,place.general
roads,place.general
route,place.general
routes,place.general
ruin,place.general
ruins,place.general
sea,place.general
section,place.general
sector,place.general
settlement,place.general
shelter,place.general
shore,place.general
site,place.general
small river,place.general
south side,place.general
southern border,place.general
southern city,place.general
southern region,place.general
spring,place.general
state,place.general
straits,place.general
stream,place.general
street,place.general
suburb,place.general
summit,place.general
swamp,place.general
terrace,place.general
territory,place.general
the county,place.general
the court,place.general
the east coast,place.general
the embassy,place.general
the farm,place.general
the home,place.general
the horizon,place.general
the hospital,place.general
the spot,place.general
the summit,place.general
the west coast,place.general
three way,place.general
town,place.general
towns,place.general
township,place.general
tract,place.general
trail,place.general
turnpike,place.general
universe,place.general
valley,place.general
village,place.general
volcano,place.general
water,place.general
waterfall,place.general
waterway,place.general
waterways,place.general
well,place.general
west coast,place.general
west side,place.general
world,place.general
zone,place.general
arrondissement,place.general.fre
cercle,place.general.fre
commune,place.general.fre
departement,place.general.fre
gouvernorat,place.general.fre
monde,place.general.fre
territoire,place.general.fre
cita,place.general.ita
distrito,place.general.ita
krai,place.general.non-english
kraj,place.general.non-english
kray,place.general.non-english
mintaqat,place.general.non-english
muhafazah,place.general.non-english
muhafazat,place.general.non-english
republica,place.general.non-english
respublika,place.general.non-english
sitio,place.general.non-english
tinh,place.general.non-english
veleyat,place.general.non-english
wilayat,place.general.non-english
estao,place.general.por
oblast,place.general.rus
voblast,place.general.rus
locacion,place.general.spa
partido,place.general.spa
saharan,place.landmass
atlantis,place.legend
atlantic,place.ocean
pacific,place.ocean
zulu,place.timezone
in,preposition
ci sono,preposition.ita
ecco,preposition.ita
those,pronoun
lei,pronoun.ita
autumn,season
fall,season
midsummer,season
midwinter,season
spring,season
summer,season
winter,season
yep,slang
cong,slang
cuz,slang
dat,slang
lam,slang
lemme,slang
porno,slang
pussy,slang
sup,slang
wha,slang
y'all,slang
yall,slang
yt,slang
bills,sport
bowling,sport
browns,sport
bruins,sport
bucks,sport
cavaliers,sport
celtic,sport
checkers,sport
colts,sport
cricket,sport
dodgers,sport
frisbee,sport
golf,sport
hockey,sport
karate,sport
la copa,sport
marathon,sport
masters,sport
mets,sport
packers,sport
padres,sport
poker,sport
polo,sport
pong,sport
rams,sport
rugby,sport
skeet,sport
ski,sport
sport,sport
sports,sport
sprint,sport
sumo,sport
again,stopword
away,stopword
then,stopword
thus,stopword
tao,stopword.por
adobe,stopword.web
ajax,stopword.web
alpha,stopword.web
amazon,stopword.web
apache,stopword.web
apple,stopword.web
atlas,stopword.web
beta,stopword.web
bing,stopword.web
català,stopword.web
click,stopword.web
cookie,stopword.web
demo,stopword.web
deutsch,stopword.web
diff,stopword.web
div,stopword.web
ebay,stopword.web
español,stopword.web
excel,stopword.web
explorer,stopword.web
flash,stopword.web
font,stopword.web
fonts,stopword.web
foto,stopword.web
français,stopword.web
gamma,stopword.web
getty,stopword.web
google,stopword.web
guru,stopword.web
hanja,stopword.web
info,stopword.web
information technology,stopword.web
italiano,stopword.web
kana,stopword.web
kanji,stopword.web
link,stopword.web
lol,stopword.web
lua,stopword.web
norsk,stopword.web
null,stopword.web
os,stopword.web
outlook,stopword.web
pagina,stopword.web
perf,stopword.web
perl,stopword.web
pin,stopword.web
pointer,stopword.web
printer,stopword.web
python,stopword.web
rfc,stopword.web
safari,stopword.web
select,stopword.web
seminar,stopword.web
startup,stopword.web
stat,stopword.web
telecom,stopword.web
việt,stopword.web
web,stopword.web
word,stopword.web
xbox,stopword.web
русский,stopword.web
a,stopword.wordnet
aboard,stopword.wordnet
about,stopword.wordnet
above,stopword.wordnet
across,stopword.wordnet
after,stopword.wordnet
against,stopword.wordnet
all,stopword.wordnet
along,stopword.wordnet
alongside,stopword.wordnet
although,stopword.wordnet
amid,stopword.wordnet
amidst,stopword.wordnet
among,stopword.wordnet
amongst,stopword.wordnet
an,stopword.wordnet
and,stopword.wordnet
another,stopword.wordnet
anti,stopword.wordnet
any,stopword.wordnet
anybody,stopword.wordnet
anyone,stopword.wordnet
anything,stopword.wordnet
around,stopword.wordnet
as,stopword.wordnet
astride,stopword.wordnet
at,stopword.wordnet
aught,stopword.wordnet
bar,stopword.wordnet
barring,stopword.wordnet
because,stopword.wordnet
before,stopword.wordnet
behind,stopword.wordnet
below,stopword.wordnet
beneath,stopword.wordnet
beside,stopword.wordnet
besides,stopword.wordnet
between,stopword.wordnet
beyond,stopword.wordnet
both,stopword.wordnet
but,stopword.wordnet
by,stopword.wordnet
circa,stopword.wordnet
concerning,stopword.wordnet
considering,stopword.wordnet
despite,stopword.wordnet
down,stopword.wordnet
during,stopword.wordnet
each,stopword.wordnet
either,stopword.wordnet
enough,stopword.wordnet
everybody,stopword.wordnet
everyone,stopword.wordnet
except,stopword.wordnet
excepting,stopword.wordnet
excluding,stopword.wordnet
few,stopword.wordnet
fewer,stopword.wordnet
following,stopword.wordnet
for,stopword.wordnet
from,stopword.wordnet
he,stopword.wordnet
her,stopword.wordnet
here,stopword.wordnet
hers,stopword.wordnet
herself,stopword.wordnet
him,stopword.wordnet
himself,stopword.wordnet
his,stopword.wordnet
hisself,stopword.wordnet
I,stopword.wordnet
idem,stopword.wordnet
if,stopword.wordnet
ilk,stopword.wordnet
in,stopword.wordnet
including,stopword.wordnet
inside,stopword.wordnet
into,stopword.wordnet
it,stopword.wordnet
its,stopword.wordnet
itself,stopword.wordnet
like,stopword.wordnet
many,stopword.wordnet
maybe,stopword.wordnet
me,stopword.wordnet
mine,stopword.wordnet
minus,stopword.wordnet
more,stopword.wordnet
most,stopword.wordnet
myself,stopword.wordnet
naught,stopword.wordnet
near,stopword.wordnet
neither,stopword.wordnet
nobody,stopword.wordnet
none,stopword.wordnet
nor,stopword.wordnet
nothing,stopword.wordnet
notwithstanding,stopword.wordnet
of,stopword.wordnet
off,stopword.wordnet
on,stopword.wordnet
oneself,stopword.wordnet
onto,stopword.wordnet
opposite,stopword.wordnet
or,stopword.wordnet
other,stopword.wordnet
otherwise,stopword.wordnet
our,stopword.wordnet
ourself,stopword.wordnet
ourselves,stopword.wordnet
outside,stopword.wordnet
over,stopword.wordnet
own,stopword.wordnet
past,stopword.wordnet
pending,stopword.wordnet
per,stopword.wordnet
plus,stopword.wordnet
regarding,stopword.wordnet
round,stopword.wordnet
save,stopword.wordnet
self,stopword.wordnet
several,stopword.wordnet
she,stopword.wordnet
since,stopword.wordnet
so,stopword.wordnet
some,stopword.wordnet
somebody,stopword.wordnet
someone,stopword.wordnet
something,stopword.wordnet
sometimes,stopword.wordnet
somewhat,stopword.wordnet
somewhere,stopword.wordnet
still,stopword.wordnet
such,stopword.wordnet
suchlike,stopword.wordnet
sundry,stopword.wordnet
than,stopword.wordnet
that,stopword.wordnet
the,stopword.wordnet
thee,stopword.wordnet
theirs,stopword.wordnet
them,stopword.wordnet
themselves,stopword.wordnet
there,stopword.wordnet
they,stopword.wordnet
thine,stopword.wordnet
this,stopword.wordnet
thou,stopword.wordnet
though,stopword.wordnet
through,stopword.wordnet
throughout,stopword.wordnet
thyself,stopword.wordnet
till,stopword.wordnet
to,stopword.wordnet
tother,stopword.wordnet
toward,stopword.wordnet
towards,stopword.wordnet
twain,stopword.wordnet
under,stopword.wordnet
underneath,stopword.wordnet
unless,stopword.wordnet
unlike,stopword.wordnet
until,stopword.wordnet
up,stopword.wordnet
upon,stopword.wordnet
various,stopword.wordnet
versus,stopword.wordnet
via,stopword.wordnet
vis a vis,stopword.wordnet
we,stopword.wordnet
were,stopword.wordnet
what,stopword.wordnet
whatall,stopword.wordnet
whatever,stopword.wordnet
whatsoever,stopword.wordnet
when,stopword.wordnet
whereas,stopword.wordnet
wherewith,stopword.wordnet
wherewithal,stopword.wordnet
which,stopword.wordnet
whichever,stopword.wordnet
whichsoever,stopword.wordnet
while,stopword.wordnet
whoever,stopword.wordnet
whom,stopword.wordnet
whomever,stopword.wordnet
whomso,stopword.wordnet
whomsoever,stopword.wordnet
whose,stopword.wordnet
whosoever,stopword.wordnet
why,stopword.wordnet
with,stopword.wordnet
within,stopword.wordnet
without,stopword.wordnet
worth,stopword.wordnet
ye,stopword.wordnet
yet,stopword.wordnet
yon,stopword.wordnet
yonder,stopword.wordnet
you,stopword.wordnet
you all,stopword.wordnet
yours,stopword.wordnet
yourself,stopword.wordnet
yourselves,stopword.wordnet
century,time
date,time
dates,time
golden age,time
hour,time
noon,time
present,time
wartime,time
gallon,unit
abate,verb
able,verb
act,verb
add,verb
advance,verb
aging,verb
aid,verb
aiding,verb
allege,verb
appeal,verb
are,verb
argue,verb
arrest,verb
ask,verb
avert,verb
balance,verb
ban,verb
ban on,verb
bang,verb
banging,verb
bangs,verb
banning,verb
bash,verb
be,verb
be in,verb
been,verb
began,verb
begin,verb
begun,verb
belong,verb
betting,verb
beware,verb
bid,verb
bite,verb
blame,verb
bloom,verb
blow,verb
bluff,verb
boil,verb
bolster,verb
born,verb
bred,verb
bring,verb
broker,verb
budge,verb
burn,verb
burning,verb
bury,verb
busting,verb
buy,verb
call,verb
came,verb
can,verb
cancel,verb
care,verb
cares,verb
carry,verb
cast,verb
change,verb
charge,verb
chase,verb
chew,verb
cite,verb
clash,verb
clear,verb
climbing,verb
clinch,verb
clip,verb
clone,verb
close,verb
come,verb
command,verb
contact,verb
control,verb
cook,verb
cooling,verb
cope,verb
copy,verb
cover,verb
create,verb
cus,verb
cuss,verb
cut,verb
cuts,verb
cutting,verb
dance,verb
dare,verb
deal,verb
decide,verb
delete,verb
denting,verb
design,verb
desire,verb
deter,verb
devise,verb
did,verb
dig,verb
dine,verb
dispatch,verb
dive,verb
do,verb
docking,verb
dodge,verb
does,verb
draft,verb
drank,verb
draw,verb
dream,verb
drill,verb
dunk,verb
emit,verb
enter,verb
exchange,verb
experiment,verb
express,verb
fail,verb
favor,verb
fed,verb
feed,verb
fell,verb
fielding,verb
fill,verb
filling,verb
find,verb
flee,verb
fly,verb
flying,verb
force,verb
forget,verb
gag,verb
gain,verb
gave,verb
get,verb
gets,verb
give,verb
go,verb
goes,verb
going,verb
got,verb
grade,verb
grading,verb
groom,verb
hacking,verb
had,verb
hail,verb
halt,verb
harden,verb
harm,verb
harms,verb
harness,verb
has,verb
hasten,verb
hate,verb
have,verb
having,verb
heal,verb
healing,verb
hear,verb
heard,verb
held,verb
hide,verb
hit,verb
hop,verb
hoping,verb
hover,verb
hunting,verb
hurt,verb
hush,verb
imagine,verb
is,verb
jab,verb
kill,verb
killing,verb
knew,verb
knock,verb
know,verb
laid,verb
lay,verb
lead,verb
learned,verb
led,verb
lending,verb
let,verb
licking,verb
lied,verb
lies,verb
liking,verb
listen,verb
lit,verb
live,verb
locate,verb
lose,verb
losing,verb
lure,verb
made,verb
mailing,verb
make,verb
makes,verb
making,verb
mark,verb
meet,verb
mend,verb
met,verb
mixing,verb
mock,verb
move,verb
must,verb
nag,verb
need,verb
offer,verb
orient,verb
pan,verb
parse,verb
passing,verb
paste,verb
pay,verb
peep,verb
pertain,verb
petting,verb
play,verb
ponder,verb
pop,verb
poses,verb
possess,verb
post,verb
pray,verb
press,verb
prey,verb
printing,verb
prod,verb
promise,verb
protest,verb
proves,verb
punch,verb
punt,verb
push,verb
put,verb
putting,verb
raiding,verb
rains,verb
